"ABILITA_FEEDBACK__C","ALBERO__C","CONSIDERARE__C","CREATEDBYID","CREATEDDATE","DATA_ORA_FINE_ANALISI__C","DATA_ORA_FINE__C","DATA_ORA_INIZIO_ANALISI__C","DATA_ORA_INIZIO__C","DATA_ORA_NOTIFICA__C","DATA_ORA_ULTIMA_NOTIFICA__C","DESCRIZIONE_EN__C","DESCRIZIONE_IT__C","DOMANDA_EN__C","DOMANDA_IT__C","DOMANDA_NON_VISIBILE__C","DOMANDA_PADRE__C","ETICHETTA_EN__C","ETICHETTA_IT__C","ETICHETTA_RAGGRUPPAMENTO_GENITORE__C","ETICHETTA_RAGGRUPPAMENTO__C","FREQUENZA__C","GRUPPO_RAGGRUPPAMENTO__C","ID","INDICE__C","INSIEME_OPZIONI_DOMANDA__C","ISDELETED","LASTMODIFIEDBYID","LASTMODIFIEDDATE","LASTREFERENCEDDATE","LASTVIEWEDDATE","NAME","NOTIFICA_RISULTATO__C","OBBLIGATORIA_PER_RISULTATI__C","OBBLIGATORIA__C","ORDINE_RISULTATI_DEALER_RAGGRUPPAMENTO__C","ORDINE__C","OWNERID","PAGINA__C","PARTECIPAZIONE_EVENTO__C","PARTECIPAZIONE_WORKSHOP__C","PRIORITA__C","QUESTIONARIO__C","RAGG_VISUALIZZABILE_DA_DEALER_IN__C","RAGG_VISUALIZZABILE_DA_MANAGER_IN__C","RAGGRUPPAMENTO__C","RANGE_VALUTAZIONE__C","RISULTATO_NON_VISIBILE__C","SEZIONE__C","SUGGERIMENTO__C","SYSTEMMODSTAMP","TESTO_EN__C","TESTO_IT__C","TIPOLOGIA__C","URL_COVER__C","VISIBILE__C","WORKSHOP__C"
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-04-28T21:00:00.000Z","2020-04-28T21:00:00.000Z","2020-04-16T07:00:00.000Z","2020-04-20T07:00:00.000Z","2020-04-20T07:00:00.000Z","","","","","Quanto ti senti appagato dal tuo lavoro di questo periodo?","false","","","Gratificazione lavorativa","Motivazione Dealer","Gratificazione lavorativa","15 gg","Lexus","a0X0E000003dINUUA2","","a4m0E000000DaDFQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000106","2019-12-31T21:00:00.000Z","","true","2.0","1.0","0050E000005VHptQAG","","","","1.0","a0W0E000004978VUAQ","Dealer Insight","Motivation Dashboard","a4r0E000000DGmhQAG","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio con commento","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-04-28T21:00:00.000Z","2020-04-28T21:00:00.000Z","2020-04-16T07:00:00.000Z","2020-04-20T07:00:00.000Z","2020-04-20T07:00:00.000Z","","","","","Il tuo team è pronto ad affrontare le sfide di questo periodo?","false","","","Team pronto alle sfide","Motivazione Dealer","Allineamento Team","15 gg","Toyota","a0X0E000003dINVUA2","","a4m0E000000DaDGQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000107","2019-12-31T21:00:00.000Z","","true","1.0","2.0","0050E000005VHptQAG","","","","1.0","a0W0E000004978VUAQ","Dealer Insight","Motivation Dashboard","a4r0E000000DGmgQAG","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio con commento","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-04-28T21:00:00.000Z","2020-04-28T21:00:00.000Z","2020-04-16T07:00:00.000Z","2020-04-20T07:00:00.000Z","2020-04-20T07:00:00.000Z","","","","","Quanto ti senti allineato verso le strategie del marchio?","false","","","Allineamento vs TMI","Motivazione Dealer","Ingaggio vs TMI","15 gg","Lexus","a0X0E000003dINWUA2","","a4m0E000000DaDFQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000108","2019-12-31T21:00:00.000Z","","true","3.0","3.0","0050E000005VHptQAG","","","","1.0","a0W0E000004978VUAQ","Dealer Insight","Motivation Dashboard","a4r0E000000DGmiQAG","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio con commento","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-04-28T21:00:00.000Z","2020-04-28T21:00:00.000Z","2020-04-01T07:00:00.000Z","2020-04-15T07:00:00.000Z","2020-04-15T07:00:00.000Z","","","","","La strategia di marketing del marchio sul nuovo di questo periodo è efficace?","false","","","Campagne marketing: efficacia","","Comunicazione vendita","Mens.","Lexus","a0X0E000003dINOUA2","","a4m0E000000DaDKQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000100","2019-12-31T21:00:00.000Z","","false","14.0","14.0","0050E000005VHptQAG","","","","2.0","a0W0E000004978VUAQ","","Business Insight","a4r0E000000DGmtQAG","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-04-28T21:00:00.000Z","2020-04-28T21:00:00.000Z","2020-04-16T07:00:00.000Z","2020-04-20T07:00:00.000Z","2020-04-20T07:00:00.000Z","","","","","Come valuti la qualità della relazione con il personale del marchio (management e zone manager)?","false","","","Relazione con personale TMI","Business con TMI","Relazione con TMI","15 gg","Lexus","a0X0E000003dINXUA2","","a4m0E000000DaDIQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000109","2019-12-31T21:00:00.000Z","","true","4.0","4.0","0050E000005VHptQAG","","","","1.0","a0W0E000004978VUAQ","","Business Dashboard","a4r0E000000DGmjQAG","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio con commento","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-04-28T21:00:00.000Z","2020-04-28T21:00:00.000Z","2020-04-01T07:00:00.000Z","2020-04-22T07:00:00.000Z","2020-04-22T07:00:00.000Z","","","","","I Lead trasferiti dal marchio sono efficaci per generare nuovo business?","false","","","Lead TMI: qualità","","Gestione Lead","Mens.","Lexus","a0X0E000003dINbUAM","","a4m0E000000DaDKQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000114","","","false","23.0","23.0","0050E000005VHptQAG","","","","3.0","a0W0E000004978VUAQ","More Results","More Results","a4r0E000000DGn2QAG","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-04-28T21:00:00.000Z","2020-04-28T21:00:00.000Z","2020-04-16T07:00:00.000Z","2020-04-20T07:00:00.000Z","2020-04-20T07:00:00.000Z","","","","","Come valuti le politiche del marchio di questo mese?","false","","","Politiche mese TMI","Business con TMI","Competitività campagne","15 gg","Lexus","a0X0E000003dINYUA2","","a4m0E000000DaDJQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000110","2019-12-31T21:00:00.000Z","","true","5.0","5.0","0050E000005VHptQAG","","","","1.0","a0W0E000004978VUAQ","More Results","Business Dashboard","a4r0E000000DGmkQAG","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio con commento","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-04-28T21:00:00.000Z","2020-04-28T21:00:00.000Z","2020-04-16T07:00:00.000Z","2020-04-20T07:00:00.000Z","2020-04-20T07:00:00.000Z","","","","","Quanto sei soddisfatto del business sviluppato con il marchio in questo periodo?","false","","","Soddisfazione nel business con TMI","Business con TMI","Risultati","15 gg","Lexus","a0X0E000003dINZUA2","","a4m0E000000DaDKQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000111","2019-12-31T21:00:00.000Z","","true","6.0","6.0","0050E000005VHptQAG","","","","1.0","a0W0E000004978VUAQ","","Business Dashboard","a4r0E000000DGmlQAG","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio con commento","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-03-30T22:00:00.000Z","2020-04-28T21:00:00.000Z","2020-04-01T07:00:00.000Z","2020-04-22T07:00:00.000Z","2020-04-22T07:00:00.000Z","","","","","La formazione messa a disposizione dal marchio è utile per migliorare il tuo business?","false","","","Formazione: utilità","","Formazione","Trim.","Lexus","a0X0E000003dINaUAM","","a4m0E000000DaDKQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000113","","","false","21.0","21.0","0050E000005VHptQAG","","","","2.0","a0W0E000004978VUAQ","Dealer Insight","Business Insight","a4r0E000000DGn0QAG","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-03-27T07:00:00.000Z","2020-03-27T07:00:00.000Z","2020-03-04T07:00:00.000Z","2020-03-04T07:00:00.000Z","2020-03-04T07:00:00.000Z","","","","","Quanto ti senti appagato dal tuo lavoro con il marchio Toyota oggi?","false","","","Gratificazione lavorativa","Motivazione Dealer","Gratificazione lavorativa","Mens.","Toyota","a0X0E000003dINcUAM","","a4m0E000000DbSMQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000115","2019-11-27T07:00:00.000Z","","true","2.0","1.0","0050E000005VHptQAG","","","","1.0","a0W0E000004978VUAQ","Dealer Insight","Motivation Dashboard","a4r0E000000DGmIQAW","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-03-27T07:00:00.000Z","2020-03-27T07:00:00.000Z","2020-03-05T07:00:00.000Z","2020-03-05T07:00:00.000Z","2020-03-05T07:00:00.000Z","","","","","Quanto ti senti appagato dal tuo lavoro con il marchio Lexus oggi?","false","","","Gratificazione lavorativa","Motivazione Dealer","Gratificazione lavorativa","Mens.","Lexus","a0X0E000003dINdUAM","","a4m0E000000DbSMQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000116","2019-11-27T07:00:00.000Z","","true","2.0","1.0","0050E000005VHptQAG","","","","1.0","a0W0E000004978VUAQ","Dealer Insight","Motivation Dashboard","a4r0E000000DGmhQAG","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-03-13T21:00:00.000Z","2020-03-13T21:00:00.000Z","2020-03-04T07:00:00.000Z","2020-03-04T07:00:00.000Z","2020-03-04T07:00:00.000Z","","","","","Quanto il tuo Team dedicato al marchio Toyota è ingaggiato ad affrontare le sfide di questo mese?","false","","","Team pronto alle sfide","Motivazione Dealer","Allineamento Team","15 gg","Toyota","a0X0E000003dINeUAM","","a4m0E000000DbSNQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000117","2019-11-13T07:00:00.000Z","","true","1.0","2.0","0050E000005VHptQAG","","","","1.0","a0W0E000004978VUAQ","Dealer Insight","Motivation Dashboard","a4r0E000000DGmHQAW","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-03-13T07:00:00.000Z","2020-03-13T07:00:00.000Z","2020-03-05T07:00:00.000Z","2020-03-05T07:00:00.000Z","2020-03-05T07:00:00.000Z","","","","","Quanto il tuo Team dedicato al marchio Lexus è ingaggiato ad affrontare le sfide di questo mese?","false","","","Team pronto alle sfide","Motivazione Dealer","Allineamento Team","15 gg","Toyota","a0X0E000003dINfUAM","","a4m0E000000DbSNQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000118","2019-11-13T07:00:00.000Z","","true","1.0","2.0","0050E000005VHptQAG","","","","1.0","a0W0E000004978VUAQ","Dealer Insight","Motivation Dashboard","a4r0E000000DGmgQAG","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-03-27T07:00:00.000Z","2020-04-27T08:00:00.000Z","2020-03-17T07:00:00.000Z","2020-03-17T07:00:00.000Z","2020-03-17T07:00:00.000Z","","","","","Il tuo team Toyota sta affrontando coerentemente le sfide di questo mese?","false","","","Team pronto alle sfide","Motivazione Dealer","Allineamento Team","15 gg","Toyota","a0X0E000003dINgUAM","","a4m0E000000DbSNQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000177","2019-11-27T07:00:00.000Z","","true","1.0","2.0","0050E000005VHptQAG","","","","1.0","a0W0E000004978VUAQ","Dealer Insight","Motivation Dashboard","a4r0E000000DGmHQAW","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-03-27T07:00:00.000Z","2020-03-27T07:00:00.000Z","2020-03-19T07:00:00.000Z","2020-03-19T07:00:00.000Z","2020-03-19T07:00:00.000Z","","","","","Il tuo team Lexus sta affrontando coerentemente le sfide di questo mese?","false","","","Team pronto alle sfide","Motivazione Dealer","Allineamento Team","15 gg","Toyota","a0X0E000003dINhUAM","","a4m0E000000DbSNQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000178","2019-11-27T07:00:00.000Z","","true","1.0","2.0","0050E000005VHptQAG","","","","1.0","a0W0E000004978VUAQ","Dealer Insight","Motivation Dashboard","a4r0E000000DGmgQAG","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-03-27T07:00:00.000Z","2020-03-27T07:00:00.000Z","2020-03-04T07:00:00.000Z","2020-03-04T07:00:00.000Z","2020-03-04T07:00:00.000Z","","","","","Quanto ti senti allineato e ingaggiato verso le scelte strategiche del marchio Toyota?","false","","","Allineamento vs TMI","Motivazione Dealer","Ingaggio vs TMI","Mens.","Toyota","a0X0E000003dINiUAM","","a4m0E000000DbSOQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000119","2019-11-27T07:00:00.000Z","","true","3.0","3.0","0050E000005VHptQAG","","","","1.0","a0W0E000004978VUAQ","Dealer Insight","Motivation Dashboard","a4r0E000000DGmJQAW","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-03-27T07:00:00.000Z","2020-03-27T07:00:00.000Z","2020-03-05T07:00:00.000Z","2020-03-05T07:00:00.000Z","2020-03-05T07:00:00.000Z","","","","","Quanto ti senti allineato e ingaggiato verso le scelte strategiche del marchio Lexus?","false","","","Allineamento vs TMI","Motivazione Dealer","Ingaggio vs TMI","Mens.","Lexus","a0X0E000003dINjUAM","","a4m0E000000DbSOQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000120","2019-11-27T07:00:00.000Z","","true","3.0","3.0","0050E000005VHptQAG","","","","1.0","a0W0E000004978VUAQ","Dealer Insight","Motivation Dashboard","a4r0E000000DGmiQAG","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-03-27T07:00:00.000Z","2020-03-27T07:00:00.000Z","2020-03-04T07:00:00.000Z","2020-03-04T07:00:00.000Z","2020-03-04T07:00:00.000Z","","","","","Come valuti la qualità della relazione con il personale del marchio Toyota (management e zone manager) nell'ultimo mese?","false","","","Relazione con personale TMI","Business con TMI","Relazione con TMI","Mens.","Toyota","a0X0E000003dINkUAM","","a4m0E000000DbSPQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000121","2019-11-27T07:00:00.000Z","","true","4.0","4.0","0050E000005VHptQAG","","","","1.0","a0W0E000004978VUAQ","","Business Dashboard","a4r0E000000DGmKQAW","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio con commento","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-03-27T07:00:00.000Z","2020-03-27T07:00:00.000Z","2020-03-05T07:00:00.000Z","2020-03-05T07:00:00.000Z","2020-03-05T07:00:00.000Z","","","","","Come valuti la qualità della relazione con il personale del marchio Lexus (management e zone manager) nell'ultimo mese?","false","","","Relazione con personale TMI","Business con TMI","Relazione con TMI","Mens.","Lexus","a0X0E000003dINlUAM","","a4m0E000000DbSPQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000122","2019-11-27T07:00:00.000Z","","true","4.0","4.0","0050E000005VHptQAG","","","","1.0","a0W0E000004978VUAQ","","Business Dashboard","a4r0E000000DGmjQAG","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio con commento","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-03-13T21:00:00.000Z","2020-03-13T21:00:00.000Z","2020-03-04T07:00:00.000Z","2020-03-04T07:00:00.000Z","2020-03-04T07:00:00.000Z","","","","","Come valuti le campagne di vendita del marchio Toyota di questo mese?","false","","","Politiche mese TMI","Business con TMI","Competitività campagne","15 gg","Toyota","a0X0E000003dINmUAM","","a4m0E000000DbSQQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000123","2019-11-13T07:00:00.000Z","","true","5.0","5.0","0050E000005VHptQAG","","","","1.0","a0W0E000004978VUAQ","More Results","Business Dashboard","a4r0E000000DGmLQAW","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio con commento","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-03-13T21:00:00.000Z","2020-03-13T21:00:00.000Z","2020-03-04T07:00:00.000Z","2020-03-04T07:00:00.000Z","2020-03-04T07:00:00.000Z","","","","","Quanto sei soddisfatto del business sviluppato complessivamente con il marchio Toyota il mese scorso?","false","","","Soddisfazione nel business con TMI","Business con TMI","Risultati","15 gg","Toyota","a0X0E000003dINqUAM","","a4m0E000000DbSRQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000125","2019-11-13T07:00:00.000Z","","true","6.0","6.0","0050E000005VHptQAG","","","","1.0","a0W0E000004978VUAQ","","Business Dashboard","a4r0E000000DGmMQAW","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-03-13T07:00:00.000Z","2020-03-13T07:00:00.000Z","2020-03-05T07:00:00.000Z","2020-03-05T07:00:00.000Z","2020-03-05T07:00:00.000Z","","","","","Come valuti le campagne di vendita del marchio Lexus di questo mese?","false","","","Politiche mese TMI","Business con TMI","Competitività campagne","15 gg","Lexus","a0X0E000003dINnUAM","","a4m0E000000DbSQQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000124","2019-11-13T07:00:00.000Z","","true","5.0","5.0","0050E000005VHptQAG","","","","1.0","a0W0E000004978VUAQ","More Results","Business Dashboard","a4r0E000000DGmkQAG","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio con commento","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-03-27T07:00:00.000Z","2020-04-28T08:00:00.000Z","2020-03-17T07:00:00.000Z","2020-03-17T07:00:00.000Z","2020-03-17T07:00:00.000Z","","","","","Come valuti le politiche del marchio Toyota di questo mese alla luce dei risultati ad oggi?","false","","","Politiche mese TMI","Business con TMI","Competitività campagne","15 gg","Toyota","a0X0E000003dINoUAM","","a4m0E000000DbSQQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000179","2019-11-27T07:00:00.000Z","","true","5.0","5.0","0050E000005VHptQAG","","","","1.0","a0W0E000004978VUAQ","More Results","Business Dashboard","a4r0E000000DGmLQAW","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio con commento obbligatorio se minore di 3","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-03-27T07:00:00.000Z","2020-02-28T08:00:00.000Z","2020-03-19T07:00:00.000Z","2020-03-19T07:00:00.000Z","2020-03-19T07:00:00.000Z","","","","","Come valuti le politiche del marchio Lexus di questo mese alla luce dei risultati ad oggi?","false","","","Politiche mese TMI","Business con TMI","Competitività campagne","15 gg","Lexus","a0X0E000003dINpUAM","","a4m0E000000DbSQQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000180","2019-11-27T07:00:00.000Z","Dealer Dashboard","true","5.0","5.0","0050E000005VHptQAG","","","","1.0","a0W0E000004978VUAQ","More Results","Business Dashboard","a4r0E000000DGmkQAG","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio con commento obbligatorio se minore di 3","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-03-13T07:00:00.000Z","2020-03-13T07:00:00.000Z","2020-03-05T07:00:00.000Z","2020-03-05T07:00:00.000Z","2020-03-05T07:00:00.000Z","","","","","Quanto sei soddisfatto del business sviluppato complessivamente con il marchio Lexus il mese scorso?","false","","","Soddisfazione nel business con TMI","Business con TMI","Risultati","15 gg","Lexus","a0X0E000003dINrUAM","","a4m0E000000DbSRQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000126","2019-11-13T07:00:00.000Z","","true","6.0","6.0","0050E000005VHptQAG","","","","1.0","a0W0E000004978VUAQ","","Business Dashboard","a4r0E000000DGmlQAG","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-03-27T07:00:00.000Z","2020-04-27T08:00:00.000Z","2020-03-17T07:00:00.000Z","2020-03-17T07:00:00.000Z","2020-03-17T07:00:00.000Z","","","","","Quanto sei soddisfatto del business che stai realizzando con il marchio Toyota questo mese?","false","","","Soddisfazione nel business con TMI","Business con TMI","Risultati","15 gg","Toyota","a0X0E000003dINsUAM","","a4m0E000000DbSRQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000181","2019-11-27T07:00:00.000Z","","true","6.0","6.0","0050E000005VHptQAG","","","","1.0","a0W0E000004978VUAQ","","Business Dashboard","a4r0E000000DGmMQAW","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-03-27T07:00:00.000Z","2020-03-27T07:00:00.000Z","2020-03-19T07:00:00.000Z","2020-03-19T07:00:00.000Z","2020-03-19T07:00:00.000Z","","","","","Quanto sei soddisfatto del business che stai realizzando con il marchio Lexus questo mese?","false","","","Soddisfazione nel business con TMI","Business con TMI","Risultati","15 gg","Lexus","a0X0E000003dINtUAM","","a4m0E000000DbSRQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000182","2019-11-27T07:00:00.000Z","","true","6.0","6.0","0050E000005VHptQAG","","","","1.0","a0W0E000004978VUAQ","","Business Dashboard","a4r0E000000DGmlQAG","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-03-27T07:00:00.000Z","2020-03-27T07:00:00.000Z","2020-03-04T07:00:00.000Z","2020-03-04T07:00:00.000Z","2020-03-04T07:00:00.000Z","","","","","Nel percorso di innovazione che richiede il mercato oggi, quanto ritieni di essere al passo?","false","","","Innovazione","","Apertura all'innovazione","Trim.","TMI","a0X0E000003dINuUAM","","a4m0E000000DbSWQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000127","2019-11-27T07:00:00.000Z","","false","7.0","14.0","0050E000005VHptQAG","","","","2.0","a0W0E000004978VUAQ","Dealer Insight","Motivation Insight","a4r0E000000DGn4QAG","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-03-27T07:00:00.000Z","2020-03-27T07:00:00.000Z","2020-03-09T07:00:00.000Z","2020-03-09T07:00:00.000Z","2020-03-09T07:00:00.000Z","","","","","Quanto sei soddisfatto dell'organizzazione della tua azienda per il marchio Toyota in termini di processi, ruoli e competenze?","false","","","Organizzazione aziendale","","Organizzazione Dealer","Trim.","Toyota","a0X0E000003dINvUAM","","a4m0E000000DbSVQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000129","2019-11-27T07:00:00.000Z","","false","8.0","13.0","0050E000005VHptQAG","","","","2.0","a0W0E000004978VUAQ","Dealer Insight","Motivation Insight","a4r0E000000DGmOQAW","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-03-27T07:00:00.000Z","2020-03-27T07:00:00.000Z","2020-03-09T07:00:00.000Z","2020-03-09T07:00:00.000Z","2020-03-09T07:00:00.000Z","","","","","Quanto sei soddisfatto dell'organizzazione della tua azienda per il marchio Lexus in termini di processi, ruoli e competenze?","false","","","Organizzazione aziendale","","Organizzazione Dealer","Trim.","Lexus","a0X0E000003dINwUAM","","a4m0E000000DbSVQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000130","2019-11-27T07:00:00.000Z","","false","8.0","13.0","0050E000005VHptQAG","","","","2.0","a0W0E000004978VUAQ","Dealer Insight","Motivation Insight","a4r0E000000DGmnQAG","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-03-27T07:00:00.000Z","2020-03-27T07:00:00.000Z","2020-03-11T07:00:00.000Z","2020-03-11T07:00:00.000Z","2020-03-11T07:00:00.000Z","","","","","Quanto ritieni solida la tua azienda in relazione ai marchi TMI?","false","","","Solidità aziendale","","Stato dell'azienda","Mens.","TMI","a0X0E000003dINxUAM","","a4m0E000000DbSSQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000131","2019-11-27T07:00:00.000Z","","false","9.0","7.0","0050E000005VHptQAG","","","","2.0","a0W0E000004978VUAQ","Dealer Insight","Motivation Insight","a4r0E000000DGn5QAG","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-03-27T07:00:00.000Z","2020-03-27T07:00:00.000Z","2020-03-11T07:00:00.000Z","2020-03-11T07:00:00.000Z","2020-03-11T07:00:00.000Z","","","","","Quanta fiducia riponi verso il management TMI del marchio Toyota?","false","","","Fiducia in TMI","","Fiducia nel Management TMI","Mens.","Toyota","a0X0E000003dINyUAM","","a4m0E000000DbSTQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000135","2019-11-27T07:00:00.000Z","","false","11.0","8.0","0050E000005VHptQAG","","","","2.0","a0W0E000004978VUAQ","Dealer Insight","Motivation Insight","a4r0E000000DGmRQAW","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio","","false",""
"true","","false","0050E000005VHptQAG","2019-09-09T09:43:22.000Z","2020-03-27T07:00:00.000Z","2020-03-27T07:00:00.000Z","2020-03-11T07:00:00.000Z","2020-03-11T07:00:00.000Z","2020-03-11T07:00:00.000Z","","","","","Quanta fiducia riponi verso il management TMI del marchio Lexus?","false","","","Fiducia in TMI","","Fiducia nel Management TMI","Mens.","Lexus","a0X0E000003dINzUAM","","a4m0E000000DbSTQA0","false","0050E000000SMCWQA4","2020-02-20T10:34:17.000Z","","","DTMI-000136","2019-11-27T07:00:00.000Z","","false","11.0","8.0","0050E000005VHptQAG","","","","2.0","a0W0E000004978VUAQ","Dealer Insight","Motivation Insight","a4r0E000000DGmqQAG","9.0","false","","","2020-02-20T10:34:17.000Z","","","Radio","","false",""
